"Date Heure, UTC",T_2D,T_4D,T_4G,T_7D,2D_Heating_power_[Wh],4D_Heating_power_[Wh],4G_Heating_power_[Wh],7D_Heating_power_[Wh]
2021-07-01 00:00:00,23.269,23.924166666666665,24.3585,24.7245,0.0,0.0,0.0,0.0
2021-07-01 01:00:00,23.269,23.924166666666665,24.3585,24.7245,0.0,0.0,0.0,0.0
2021-07-01 02:00:00,23.269,23.924166666666665,24.3585,24.7245,0.0,0.0,0.0,0.0
2021-07-01 03:00:00,23.269,23.924166666666665,24.3585,24.7245,0.0,0.0,0.0,0.0
2021-07-01 04:00:00,23.269,23.924166666666665,24.3585,24.7245,0.0,0.0,0.0,0.0
2021-07-01 05:00:00,23.269,23.924166666666665,24.3585,24.7245,0.0,0.0,0.0,0.0
2021-07-01 06:00:00,23.269,23.924166666666665,24.3585,24.7245,0.0,0.0,0.0,0.0
2021-07-01 07:00:00,23.269,23.924166666666665,24.3585,24.7245,0.0,0.0,0.0,0.0
2021-07-01 08:00:00,23.269,23.924166666666665,24.3585,24.7245,0.0,0.0,0.0,0.0
2021-07-01 09:00:00,23.269,23.924166666666665,24.3585,24.7245,0.0,0.0,0.0,0.0
2021-07-01 10:00:00,23.269,23.924166666666665,24.3585,24.7245,0.0,0.0,0.0,0.0
2021-07-01 11:00:00,23.269,23.924166666666665,24.3585,24.7245,0.0,0.0,0.0,0.0
2021-07-01 12:00:00,23.269,23.924166666666665,24.3585,24.7245,0.0,0.0,0.0,0.0
